date,platform,content_type,reach,likes,comments,shares,clicks,conversions,engagement,engagement_rate,conversion_rate,hour,day_of_week,month
2024-05-04 20:00:00,Instagram,Video,6816,576,76,233,212,53,885,12.98,0.778,20,Saturday,2024-05
2024-05-04 22:00:00,Facebook,Carousel,4943,283,31,114,167,53,428,8.66,1.072,22,Saturday,2024-05
2024-05-05 00:00:00,Twitter,Image,2329,103,11,115,138,11,229,9.83,0.472,0,Sunday,2024-05
2024-05-05 02:00:00,Twitter,Story,5121,445,52,121,301,54,618,12.07,1.054,2,Sunday,2024-05
2024-05-05 04:00:00,Instagram,Text,3018,157,28,34,85,33,219,7.26,1.093,4,Sunday,2024-05
2024-05-05 06:00:00,Instagram,Video,6903,593,45,334,502,64,972,14.08,0.927,6,Sunday,2024-05
2024-05-05 08:00:00,Instagram,Story,4449,564,93,106,295,17,763,17.15,0.382,8,Sunday,2024-05
2024-05-05 10:00:00,Instagram,Carousel,6557,477,46,310,245,44,833,12.7,0.671,10,Sunday,2024-05
2024-05-05 12:00:00,Twitter,Text,2289,168,47,101,105,11,316,13.81,0.481,12,Sunday,2024-05
2024-05-05 14:00:00,Twitter,Image,3112,357,72,125,104,33,554,17.8,1.06,14,Sunday,2024-05
2024-05-05 16:00:00,Twitter,Story,3905,480,34,161,217,42,675,17.29,1.076,16,Sunday,2024-05
2024-05-05 18:00:00,Facebook,Video,2968,169,39,128,62,6,336,11.32,0.202,18,Sunday,2024-05
2024-05-05 20:00:00,Facebook,Image,3839,406,63,119,271,13,588,15.32,0.339,20,Sunday,2024-05
2024-05-05 22:00:00,Twitter,Video,4548,383,36,153,159,21,572,12.58,0.462,22,Sunday,2024-05
2024-05-06 00:00:00,Facebook,Text,1311,64,24,35,94,11,123,9.38,0.839,0,Monday,2024-05
2024-05-06 02:00:00,Instagram,Story,4027,164,69,55,269,47,288,7.15,1.167,2,Monday,2024-05
2024-05-06 04:00:00,Instagram,Story,5620,358,77,248,168,22,683,12.15,0.391,4,Monday,2024-05
2024-05-06 06:00:00,Instagram,Text,2968,250,57,74,224,6,381,12.84,0.202,6,Monday,2024-05
2024-05-06 08:00:00,Twitter,Video,6267,392,113,103,146,14,608,9.7,0.223,8,Monday,2024-05
2024-05-06 10:00:00,Facebook,Image,2090,277,33,87,83,15,397,19.0,0.718,10,Monday,2024-05
2024-05-06 12:00:00,Instagram,Video,7742,888,151,91,410,47,1130,14.6,0.607,12,Monday,2024-05
2024-05-06 14:00:00,Facebook,Video,4473,593,45,93,199,16,731,16.34,0.358,14,Monday,2024-05
2024-05-06 16:00:00,Instagram,Video,8082,995,85,257,201,89,1337,16.54,1.101,16,Monday,2024-05
2024-05-06 18:00:00,Facebook,Image,2942,236,37,65,140,11,338,11.49,0.374,18,Monday,2024-05
2024-05-06 20:00:00,Instagram,Image,5469,675,60,157,396,8,892,16.31,0.146,20,Monday,2024-05
2024-05-06 22:00:00,Instagram,Video,6795,875,63,252,373,48,1190,17.51,0.706,22,Monday,2024-05
2024-05-07 00:00:00,Twitter,Video,5536,670,51,233,243,17,954,17.23,0.307,0,Tuesday,2024-05
2024-05-07 02:00:00,Instagram,Video,5532,641,37,169,131,27,847,15.31,0.488,2,Tuesday,2024-05
2024-05-07 04:00:00,Instagram,Text,3639,292,49,69,172,41,410,11.27,1.127,4,Tuesday,2024-05
2024-05-07 06:00:00,Instagram,Story,5742,718,45,64,436,39,827,14.4,0.679,6,Tuesday,2024-05
2024-05-07 08:00:00,Facebook,Text,2875,205,42,140,173,7,387,13.46,0.243,8,Tuesday,2024-05
2024-05-07 10:00:00,Twitter,Image,3361,179,30,136,126,4,345,10.26,0.119,10,Tuesday,2024-05
2024-05-07 12:00:00,Instagram,Image,4151,548,93,117,185,29,758,18.26,0.699,12,Tuesday,2024-05
2024-05-07 14:00:00,Twitter,Story,1697,109,10,80,52,5,199,11.73,0.295,14,Tuesday,2024-05
2024-05-07 16:00:00,Twitter,Image,2412,100,19,60,147,8,179,7.42,0.332,16,Tuesday,2024-05
2024-05-07 18:00:00,Instagram,Image,1913,157,30,87,75,4,274,14.32,0.209,18,Tuesday,2024-05
2024-05-07 20:00:00,Twitter,Video,6462,329,87,69,142,40,485,7.51,0.619,20,Tuesday,2024-05
2024-05-07 22:00:00,Instagram,Video,7141,498,156,243,337,39,897,12.56,0.546,22,Tuesday,2024-05
2024-05-08 00:00:00,Instagram,Image,4035,521,100,69,109,10,690,17.1,0.248,0,Wednesday,2024-05
2024-05-08 02:00:00,Twitter,Image,3197,339,58,140,208,19,537,16.8,0.594,2,Wednesday,2024-05
2024-05-08 04:00:00,Instagram,Carousel,7095,647,102,254,379,57,1003,14.14,0.803,4,Wednesday,2024-05
2024-05-08 06:00:00,Twitter,Video,5866,594,113,209,300,49,916,15.62,0.835,6,Wednesday,2024-05
2024-05-08 08:00:00,Twitter,Video,3862,155,62,129,302,19,346,8.96,0.492,8,Wednesday,2024-05
2024-05-08 10:00:00,Instagram,Story,3804,302,34,48,252,14,384,10.09,0.368,10,Wednesday,2024-05
2024-05-08 12:00:00,Twitter,Video,6384,556,143,177,236,69,876,13.72,1.081,12,Wednesday,2024-05
2024-05-08 14:00:00,Instagram,Image,5233,660,43,57,132,21,760,14.52,0.401,14,Wednesday,2024-05
2024-05-08 16:00:00,Facebook,Story,2563,198,58,72,99,29,328,12.8,1.131,16,Wednesday,2024-05
2024-05-08 18:00:00,Twitter,Video,5473,683,119,166,368,16,968,17.69,0.292,18,Wednesday,2024-05
2024-05-08 20:00:00,Facebook,Video,4712,325,98,139,105,44,562,11.93,0.934,20,Wednesday,2024-05
2024-05-08 22:00:00,Twitter,Image,3235,183,57,43,248,13,283,8.75,0.402,22,Wednesday,2024-05
2024-05-09 00:00:00,Instagram,Image,4132,556,79,163,206,25,798,19.31,0.605,0,Thursday,2024-05
2024-05-09 02:00:00,Twitter,Carousel,3888,198,62,77,305,37,337,8.67,0.952,2,Thursday,2024-05
2024-05-09 04:00:00,Facebook,Story,1627,192,12,28,53,11,232,14.26,0.676,4,Thursday,2024-05
2024-05-09 06:00:00,Twitter,Video,4897,581,55,65,234,45,701,14.31,0.919,6,Thursday,2024-05
2024-05-09 08:00:00,Facebook,Carousel,3088,416,74,153,211,9,643,20.82,0.291,8,Thursday,2024-05
2024-05-09 10:00:00,Facebook,Image,2252,137,26,51,174,21,214,9.5,0.933,10,Thursday,2024-05
2024-05-09 12:00:00,Instagram,Video,6536,855,140,108,472,26,1103,16.88,0.398,12,Thursday,2024-05
2024-05-09 14:00:00,Instagram,Carousel,6323,304,114,228,162,28,646,10.22,0.443,14,Thursday,2024-05
2024-05-09 16:00:00,Twitter,Image,2508,120,26,50,85,7,196,7.81,0.279,16,Thursday,2024-05
2024-05-09 18:00:00,Twitter,Image,3754,365,43,160,116,22,568,15.13,0.586,18,Thursday,2024-05
2024-05-09 20:00:00,Facebook,Video,4470,203,109,186,220,8,498,11.14,0.179,20,Thursday,2024-05
2024-05-09 22:00:00,Facebook,Image,2537,251,51,44,137,25,346,13.64,0.985,22,Thursday,2024-05
2024-05-10 00:00:00,Instagram,Image,5050,646,119,132,273,48,897,17.76,0.95,0,Friday,2024-05
2024-05-10 02:00:00,Instagram,Story,4537,497,113,47,187,18,657,14.48,0.397,2,Friday,2024-05
2024-05-10 04:00:00,Facebook,Video,3799,421,25,150,234,14,596,15.69,0.369,4,Friday,2024-05
2024-05-10 06:00:00,Instagram,Image,3916,255,68,158,284,40,481,12.28,1.021,6,Friday,2024-05
2024-05-10 08:00:00,Facebook,Image,2866,375,60,131,59,33,566,19.75,1.151,8,Friday,2024-05
2024-05-10 10:00:00,Twitter,Carousel,4538,396,95,68,198,18,559,12.32,0.397,10,Friday,2024-05
2024-05-10 12:00:00,Twitter,Carousel,3618,436,18,81,110,27,535,14.79,0.746,12,Friday,2024-05
2024-05-10 14:00:00,Instagram,Carousel,5550,363,56,163,328,12,582,10.49,0.216,14,Friday,2024-05
2024-05-10 16:00:00,Twitter,Story,2445,335,31,83,84,15,449,18.36,0.613,16,Friday,2024-05
2024-05-10 18:00:00,Twitter,Story,2322,110,13,66,101,5,189,8.14,0.215,18,Friday,2024-05
2024-05-10 20:00:00,Twitter,Image,4500,613,97,128,289,10,838,18.62,0.222,20,Friday,2024-05
2024-05-10 22:00:00,Instagram,Image,3410,311,36,56,155,8,403,11.82,0.235,22,Friday,2024-05
2024-05-11 00:00:00,Twitter,Story,2554,237,20,39,140,30,296,11.59,1.175,0,Saturday,2024-05
2024-05-11 02:00:00,Facebook,Text,3160,156,33,141,76,33,330,10.44,1.044,2,Saturday,2024-05
2024-05-11 04:00:00,Instagram,Story,2056,145,22,45,150,18,212,10.31,0.875,4,Saturday,2024-05
2024-05-11 06:00:00,Instagram,Image,5027,537,105,101,286,30,743,14.78,0.597,6,Saturday,2024-05
2024-05-11 08:00:00,Instagram,Video,6645,693,150,173,159,44,1016,15.29,0.662,8,Saturday,2024-05
2024-05-11 10:00:00,Twitter,Image,4020,299,74,193,197,24,566,14.08,0.597,10,Saturday,2024-05
2024-05-11 12:00:00,Twitter,Carousel,3561,232,83,131,74,11,446,12.52,0.309,12,Saturday,2024-05
2024-05-11 14:00:00,Twitter,Image,3433,371,69,149,128,38,589,17.16,1.107,14,Saturday,2024-05
2024-05-11 16:00:00,Instagram,Image,5964,594,44,289,163,22,927,15.54,0.369,16,Saturday,2024-05
2024-05-11 18:00:00,Instagram,Story,4444,539,77,193,226,22,809,18.2,0.495,18,Saturday,2024-05
2024-05-11 20:00:00,Twitter,Image,2875,359,22,95,210,17,476,16.56,0.591,20,Saturday,2024-05
2024-05-11 22:00:00,Twitter,Story,3309,379,69,130,249,19,578,17.47,0.574,22,Saturday,2024-05
2024-05-12 00:00:00,Facebook,Image,2324,222,20,26,51,23,268,11.53,0.99,0,Sunday,2024-05
2024-05-12 02:00:00,Instagram,Image,4161,412,50,190,100,49,652,15.67,1.178,2,Sunday,2024-05
2024-05-12 04:00:00,Twitter,Image,2257,243,45,61,161,5,349,15.46,0.222,4,Sunday,2024-05
2024-05-12 06:00:00,Twitter,Story,3226,218,22,59,110,35,299,9.27,1.085,6,Sunday,2024-05
2024-05-12 08:00:00,Twitter,Video,5013,467,115,250,326,58,832,16.6,1.157,8,Sunday,2024-05
2024-05-12 10:00:00,Twitter,Video,4498,533,109,172,111,24,814,18.1,0.534,10,Sunday,2024-05
2024-05-12 12:00:00,Twitter,Text,854,57,14,40,18,8,111,13.0,0.937,12,Sunday,2024-05
2024-05-12 14:00:00,Facebook,Video,5526,620,134,260,363,37,1014,18.35,0.67,14,Sunday,2024-05
2024-05-12 16:00:00,Instagram,Carousel,6023,701,138,250,191,45,1089,18.08,0.747,16,Sunday,2024-05
2024-05-12 18:00:00,Instagram,Carousel,4716,345,24,84,126,48,453,9.61,1.018,18,Sunday,2024-05
2024-05-12 20:00:00,Twitter,Image,2497,339,31,25,92,5,395,15.82,0.2,20,Sunday,2024-05
2024-05-12 22:00:00,Twitter,Carousel,3372,169,22,113,105,16,304,9.02,0.474,22,Sunday,2024-05
2024-05-13 00:00:00,Instagram,Video,7020,923,105,182,456,12,1210,17.24,0.171,0,Monday,2024-05
2024-05-13 02:00:00,Instagram,Carousel,6710,328,121,197,452,74,646,9.63,1.103,2,Monday,2024-05
2024-05-13 04:00:00,Instagram,Image,5655,509,139,244,422,21,892,15.77,0.371,4,Monday,2024-05
2024-05-13 06:00:00,Facebook,Carousel,2302,269,23,42,176,2,334,14.51,0.087,6,Monday,2024-05
2024-05-13 08:00:00,Instagram,Video,6742,506,62,225,275,55,793,11.76,0.816,8,Monday,2024-05
2024-05-13 10:00:00,Instagram,Carousel,6502,270,40,90,293,64,400,6.15,0.984,10,Monday,2024-05
2024-05-13 12:00:00,Instagram,Video,6961,678,141,150,310,47,969,13.92,0.675,12,Monday,2024-05
2024-05-13 14:00:00,Instagram,Image,4862,260,26,78,280,8,364,7.49,0.165,14,Monday,2024-05
2024-05-13 16:00:00,Instagram,Video,6757,322,59,313,142,55,694,10.27,0.814,16,Monday,2024-05
2024-05-13 18:00:00,Twitter,Video,4273,335,78,143,142,44,556,13.01,1.03,18,Monday,2024-05
2024-05-13 20:00:00,Instagram,Story,5108,411,126,208,398,34,745,14.58,0.666,20,Monday,2024-05
2024-05-13 22:00:00,Facebook,Image,2773,242,55,125,215,12,422,15.22,0.433,22,Monday,2024-05
2024-05-14 00:00:00,Instagram,Text,2222,210,19,53,168,5,282,12.69,0.225,0,Tuesday,2024-05
2024-05-14 02:00:00,Twitter,Text,2413,249,40,35,95,17,324,13.43,0.705,2,Tuesday,2024-05
2024-05-14 04:00:00,Facebook,Carousel,4057,556,37,70,191,37,663,16.34,0.912,4,Tuesday,2024-05
2024-05-14 06:00:00,Twitter,Video,4685,319,25,148,362,24,492,10.5,0.512,6,Tuesday,2024-05
2024-05-14 08:00:00,Twitter,Image,3552,388,68,115,278,30,571,16.08,0.845,8,Tuesday,2024-05
2024-05-14 10:00:00,Instagram,Story,3989,516,75,157,149,17,748,18.75,0.426,10,Tuesday,2024-05
2024-05-14 12:00:00,Instagram,Image,3939,379,39,168,104,39,586,14.88,0.99,12,Tuesday,2024-05
2024-05-14 14:00:00,Twitter,Video,5900,591,51,186,218,26,828,14.03,0.441,14,Tuesday,2024-05
2024-05-14 16:00:00,Facebook,Carousel,3209,444,18,117,135,26,579,18.04,0.81,16,Tuesday,2024-05
2024-05-14 18:00:00,Twitter,Story,2733,206,50,107,167,6,363,13.28,0.22,18,Tuesday,2024-05
2024-05-14 20:00:00,Twitter,Story,1858,79,24,50,89,16,153,8.23,0.861,20,Tuesday,2024-05
2024-05-14 22:00:00,Twitter,Video,5848,414,66,72,357,42,552,9.44,0.718,22,Tuesday,2024-05
2024-05-15 00:00:00,Twitter,Carousel,5220,489,75,158,303,43,722,13.83,0.824,0,Wednesday,2024-05
2024-05-15 02:00:00,Instagram,Video,6422,442,50,104,374,68,596,9.28,1.059,2,Wednesday,2024-05
2024-05-15 04:00:00,Twitter,Video,4171,482,90,188,235,43,760,18.22,1.031,4,Wednesday,2024-05
2024-05-15 06:00:00,Facebook,Story,2260,93,16,30,141,3,139,6.15,0.133,6,Wednesday,2024-05
2024-05-15 08:00:00,Instagram,Video,4499,319,100,75,185,42,494,10.98,0.934,8,Wednesday,2024-05
2024-05-15 10:00:00,Twitter,Image,2840,122,52,121,215,30,295,10.39,1.056,10,Wednesday,2024-05
2024-05-15 12:00:00,Instagram,Video,7860,375,79,108,305,83,562,7.15,1.056,12,Wednesday,2024-05
2024-05-15 14:00:00,Twitter,Story,1499,112,24,40,71,17,176,11.74,1.134,14,Wednesday,2024-05
2024-05-15 16:00:00,Instagram,Story,4775,391,29,141,328,9,561,11.75,0.188,16,Wednesday,2024-05
2024-05-15 18:00:00,Twitter,Carousel,2998,140,24,121,190,21,285,9.51,0.7,18,Wednesday,2024-05
2024-05-15 20:00:00,Facebook,Story,3316,386,70,141,194,20,597,18.0,0.603,20,Wednesday,2024-05
2024-05-15 22:00:00,Instagram,Video,7134,902,167,78,164,82,1147,16.08,1.149,22,Wednesday,2024-05
2024-05-16 00:00:00,Twitter,Image,3713,292,27,49,109,13,368,9.91,0.35,0,Thursday,2024-05
2024-05-16 02:00:00,Facebook,Image,2493,221,47,123,115,16,391,15.68,0.642,2,Thursday,2024-05
2024-05-16 04:00:00,Facebook,Video,6651,610,34,66,171,14,710,10.68,0.21,4,Thursday,2024-05
2024-05-16 06:00:00,Instagram,Image,5701,629,51,261,431,66,941,16.51,1.158,6,Thursday,2024-05
2024-05-16 08:00:00,Instagram,Text,2624,238,22,110,192,27,370,14.1,1.029,8,Thursday,2024-05
2024-05-16 10:00:00,Instagram,Video,7345,612,148,102,164,68,862,11.74,0.926,10,Thursday,2024-05
2024-05-16 12:00:00,Facebook,Image,3837,467,89,84,295,10,640,16.68,0.261,12,Thursday,2024-05
2024-05-16 14:00:00,Facebook,Video,4416,212,60,190,213,44,462,10.46,0.996,14,Thursday,2024-05
2024-05-16 16:00:00,Twitter,Video,4432,597,27,203,169,28,827,18.66,0.632,16,Thursday,2024-05
2024-05-16 18:00:00,Facebook,Text,2223,182,18,54,70,7,254,11.43,0.315,18,Thursday,2024-05
2024-05-16 20:00:00,Twitter,Image,3161,378,51,144,183,27,573,18.13,0.854,20,Thursday,2024-05
2024-05-16 22:00:00,Twitter,Image,2106,224,29,79,50,22,332,15.76,1.045,22,Thursday,2024-05
2024-05-17 00:00:00,Instagram,Story,3475,405,18,64,83,33,487,14.01,0.95,0,Friday,2024-05
2024-05-17 02:00:00,Facebook,Video,5106,590,108,51,255,44,749,14.67,0.862,2,Friday,2024-05
2024-05-17 04:00:00,Instagram,Image,4840,234,41,140,286,12,415,8.57,0.248,4,Friday,2024-05
2024-05-17 06:00:00,Facebook,Image,2015,117,18,39,67,10,174,8.64,0.496,6,Friday,2024-05
2024-05-17 08:00:00,Facebook,Carousel,3011,354,58,45,69,32,457,15.18,1.063,8,Friday,2024-05
2024-05-17 10:00:00,Twitter,Text,3479,166,27,37,200,25,230,6.61,0.719,10,Friday,2024-05
2024-05-17 12:00:00,Instagram,Story,2632,183,21,40,73,5,244,9.27,0.19,12,Friday,2024-05
2024-05-17 14:00:00,Instagram,Image,3516,225,39,170,192,41,434,12.34,1.166,14,Friday,2024-05
2024-05-17 16:00:00,Instagram,Story,3471,251,30,54,266,41,335,9.65,1.181,16,Friday,2024-05
2024-05-17 18:00:00,Instagram,Video,5459,242,43,147,170,27,432,7.91,0.495,18,Friday,2024-05
2024-05-17 20:00:00,Instagram,Video,7099,476,85,97,324,83,658,9.27,1.169,20,Friday,2024-05
2024-05-17 22:00:00,Facebook,Video,3621,263,81,158,279,35,502,13.86,0.967,22,Friday,2024-05
2024-05-18 00:00:00,Twitter,Image,3925,186,55,194,259,45,435,11.08,1.146,0,Saturday,2024-05
2024-05-18 02:00:00,Instagram,Image,4824,569,108,184,316,32,861,17.85,0.663,2,Saturday,2024-05
2024-05-18 04:00:00,Instagram,Carousel,6217,438,35,294,342,26,767,12.34,0.418,4,Saturday,2024-05
2024-05-18 06:00:00,Twitter,Text,2650,145,57,115,182,21,317,11.96,0.792,6,Saturday,2024-05
2024-05-18 08:00:00,Twitter,Image,2060,84,44,27,119,13,155,7.52,0.631,8,Saturday,2024-05
2024-05-18 10:00:00,Twitter,Image,2420,224,56,27,160,3,307,12.69,0.124,10,Saturday,2024-05
2024-05-18 12:00:00,Facebook,Video,4417,204,91,137,96,6,432,9.78,0.136,12,Saturday,2024-05
2024-05-18 14:00:00,Twitter,Video,4707,476,99,129,250,46,704,14.96,0.977,14,Saturday,2024-05
2024-05-18 16:00:00,Facebook,Carousel,2566,259,45,101,146,29,405,15.78,1.13,16,Saturday,2024-05
2024-05-18 18:00:00,Facebook,Image,3230,192,77,101,194,6,370,11.46,0.186,18,Saturday,2024-05
2024-05-18 20:00:00,Instagram,Story,5113,565,29,162,129,61,756,14.79,1.193,20,Saturday,2024-05
2024-05-18 22:00:00,Facebook,Video,4008,519,21,177,301,19,717,17.89,0.474,22,Saturday,2024-05
2024-05-19 00:00:00,Instagram,Video,6837,721,80,156,310,17,957,14.0,0.249,0,Sunday,2024-05
2024-05-19 02:00:00,Facebook,Image,4174,513,49,108,307,26,670,16.05,0.623,2,Sunday,2024-05
2024-05-19 04:00:00,Instagram,Video,7667,986,64,221,600,39,1271,16.58,0.509,4,Sunday,2024-05
2024-05-19 06:00:00,Facebook,Video,4525,349,40,65,291,42,454,10.03,0.928,6,Sunday,2024-05
2024-05-19 08:00:00,Facebook,Carousel,4124,406,38,187,328,8,631,15.3,0.194,8,Sunday,2024-05
2024-05-19 10:00:00,Facebook,Video,4255,537,54,131,318,49,722,16.97,1.152,10,Sunday,2024-05
2024-05-19 12:00:00,Facebook,Carousel,2972,142,48,31,132,5,221,7.44,0.168,12,Sunday,2024-05
2024-05-19 14:00:00,Instagram,Image,3947,317,22,171,128,18,510,12.92,0.456,14,Sunday,2024-05
2024-05-19 16:00:00,Instagram,Video,7504,464,48,289,325,70,801,10.67,0.933,16,Sunday,2024-05
2024-05-19 18:00:00,Twitter,Image,3656,309,43,102,237,39,454,12.42,1.067,18,Sunday,2024-05
2024-05-19 20:00:00,Instagram,Story,4077,176,58,185,169,45,419,10.28,1.104,20,Sunday,2024-05
2024-05-19 22:00:00,Twitter,Image,2686,276,63,108,70,9,447,16.64,0.335,22,Sunday,2024-05
2024-05-20 00:00:00,Instagram,Story,3127,279,45,150,143,30,474,15.16,0.959,0,Monday,2024-05
2024-05-20 02:00:00,Facebook,Video,4183,561,94,76,208,20,731,17.48,0.478,2,Monday,2024-05
2024-05-20 04:00:00,Twitter,Story,1536,188,21,47,121,2,256,16.67,0.13,4,Monday,2024-05
2024-05-20 06:00:00,Facebook,Video,3513,311,71,56,199,12,438,12.47,0.342,6,Monday,2024-05
2024-05-20 08:00:00,Instagram,Carousel,5539,403,93,96,205,30,592,10.69,0.542,8,Monday,2024-05
2024-05-20 10:00:00,Facebook,Carousel,4300,324,66,146,232,35,536,12.47,0.814,10,Monday,2024-05
2024-05-20 12:00:00,Facebook,Text,1086,126,23,22,48,7,171,15.75,0.645,12,Monday,2024-05
2024-05-20 14:00:00,Twitter,Image,2894,270,52,33,183,4,355,12.27,0.138,14,Monday,2024-05
2024-05-20 16:00:00,Twitter,Video,6149,523,49,303,451,58,875,14.23,0.943,16,Monday,2024-05
2024-05-20 18:00:00,Facebook,Video,4380,355,38,208,227,45,601,13.72,1.027,18,Monday,2024-05
2024-05-20 20:00:00,Instagram,Story,3027,419,46,47,100,19,512,16.91,0.628,20,Monday,2024-05
2024-05-20 22:00:00,Twitter,Image,2219,98,31,59,148,10,188,8.47,0.451,22,Monday,2024-05
2024-05-21 00:00:00,Instagram,Story,3398,385,84,145,181,21,614,18.07,0.618,0,Tuesday,2024-05
2024-05-21 02:00:00,Instagram,Video,7344,907,174,364,321,87,1445,19.68,1.185,2,Tuesday,2024-05
2024-05-21 04:00:00,Instagram,Image,4119,201,42,167,293,39,410,9.95,0.947,4,Tuesday,2024-05
2024-05-21 06:00:00,Instagram,Video,6668,687,101,255,289,68,1043,15.64,1.02,6,Tuesday,2024-05
2024-05-21 08:00:00,Instagram,Text,3648,341,82,73,156,34,496,13.6,0.932,8,Tuesday,2024-05
2024-05-21 10:00:00,Instagram,Carousel,6699,598,152,159,282,72,909,13.57,1.075,10,Tuesday,2024-05
2024-05-21 12:00:00,Facebook,Text,2733,200,28,99,74,29,327,11.96,1.061,12,Tuesday,2024-05
2024-05-21 14:00:00,Twitter,Image,873,102,7,32,49,2,141,16.15,0.229,14,Tuesday,2024-05
2024-05-21 16:00:00,Facebook,Carousel,3135,344,55,98,207,29,497,15.85,0.925,16,Tuesday,2024-05
2024-05-21 18:00:00,Twitter,Carousel,2903,295,60,67,211,22,422,14.54,0.758,18,Tuesday,2024-05
2024-05-21 20:00:00,Instagram,Image,4648,287,73,115,287,28,475,10.22,0.602,20,Tuesday,2024-05
2024-05-21 22:00:00,Twitter,Story,3917,484,72,146,129,46,702,17.92,1.174,22,Tuesday,2024-05
2024-05-22 00:00:00,Twitter,Text,2264,165,35,35,118,5,235,10.38,0.221,0,Wednesday,2024-05
2024-05-22 02:00:00,Instagram,Story,4456,424,80,114,222,47,618,13.87,1.055,2,Wednesday,2024-05
2024-05-22 04:00:00,Twitter,Carousel,4307,245,24,75,283,23,344,7.99,0.534,4,Wednesday,2024-05
2024-05-22 06:00:00,Instagram,Image,4301,547,66,46,270,9,659,15.32,0.209,6,Wednesday,2024-05
2024-05-22 08:00:00,Twitter,Image,2770,206,56,133,117,28,395,14.26,1.011,8,Wednesday,2024-05
2024-05-22 10:00:00,Twitter,Text,2294,135,48,83,72,9,266,11.6,0.392,10,Wednesday,2024-05
2024-05-22 12:00:00,Instagram,Video,6953,419,124,346,144,48,889,12.79,0.69,12,Wednesday,2024-05
2024-05-22 14:00:00,Instagram,Carousel,5075,494,118,153,267,31,765,15.07,0.611,14,Wednesday,2024-05
2024-05-22 16:00:00,Facebook,Carousel,3167,301,35,99,88,35,435,13.74,1.105,16,Wednesday,2024-05
2024-05-22 18:00:00,Twitter,Carousel,4063,525,35,96,230,8,656,16.15,0.197,18,Wednesday,2024-05
2024-05-22 20:00:00,Instagram,Text,1674,220,36,55,85,18,311,18.58,1.075,20,Wednesday,2024-05
2024-05-22 22:00:00,Facebook,Image,2200,293,53,33,65,18,379,17.23,0.818,22,Wednesday,2024-05
2024-05-23 00:00:00,Instagram,Image,4206,194,95,188,174,45,477,11.34,1.07,0,Thursday,2024-05
2024-05-23 02:00:00,Twitter,Video,5145,511,108,139,137,29,758,14.73,0.564,2,Thursday,2024-05
2024-05-23 04:00:00,Facebook,Image,4541,229,112,89,144,30,430,9.47,0.661,4,Thursday,2024-05
2024-05-23 06:00:00,Instagram,Image,3040,284,41,124,155,23,449,14.77,0.757,6,Thursday,2024-05
2024-05-23 08:00:00,Instagram,Image,5281,220,69,248,217,31,537,10.17,0.587,8,Thursday,2024-05
2024-05-23 10:00:00,Instagram,Story,4193,579,37,52,300,44,668,15.93,1.049,10,Thursday,2024-05
2024-05-23 12:00:00,Instagram,Text,3907,482,77,80,82,24,639,16.36,0.614,12,Thursday,2024-05
2024-05-23 14:00:00,Instagram,Video,4826,607,110,232,351,35,949,19.66,0.725,14,Thursday,2024-05
2024-05-23 16:00:00,Twitter,Image,4392,500,69,59,331,26,628,14.3,0.592,16,Thursday,2024-05
2024-05-23 18:00:00,Instagram,Text,2459,187,43,90,80,25,320,13.01,1.017,18,Thursday,2024-05
2024-05-23 20:00:00,Twitter,Video,4414,355,86,214,302,50,655,14.84,1.133,20,Thursday,2024-05
2024-05-23 22:00:00,Facebook,Video,4007,216,25,129,149,40,370,9.23,0.998,22,Thursday,2024-05
2024-05-24 00:00:00,Facebook,Video,4401,396,43,147,205,26,586,13.32,0.591,0,Friday,2024-05
2024-05-24 02:00:00,Twitter,Carousel,2813,214,15,86,112,2,315,11.2,0.071,2,Friday,2024-05
2024-05-24 04:00:00,Instagram,Video,6316,501,48,191,388,50,740,11.72,0.792,4,Friday,2024-05
2024-05-24 06:00:00,Twitter,Text,1153,138,16,35,79,6,189,16.39,0.52,6,Friday,2024-05
2024-05-24 08:00:00,Twitter,Image,2742,224,55,46,110,9,325,11.85,0.328,8,Friday,2024-05
2024-05-24 10:00:00,Twitter,Image,4609,349,44,152,312,44,545,11.82,0.955,10,Friday,2024-05
2024-05-24 12:00:00,Instagram,Video,5871,725,115,234,186,36,1074,18.29,0.613,12,Friday,2024-05
2024-05-24 14:00:00,Facebook,Image,4039,509,60,150,223,41,719,17.8,1.015,14,Friday,2024-05
2024-05-24 16:00:00,Twitter,Carousel,4628,242,87,181,104,39,510,11.02,0.843,16,Friday,2024-05
2024-05-24 18:00:00,Instagram,Story,2712,220,20,72,85,15,312,11.5,0.553,18,Friday,2024-05
2024-05-24 20:00:00,Instagram,Story,5197,610,89,56,394,44,755,14.53,0.847,20,Friday,2024-05
2024-05-24 22:00:00,Twitter,Carousel,3603,156,77,64,197,22,297,8.24,0.611,22,Friday,2024-05
2024-05-25 00:00:00,Facebook,Text,2429,203,15,116,182,20,334,13.75,0.823,0,Saturday,2024-05
2024-05-25 02:00:00,Twitter,Story,2725,236,18,113,66,4,367,13.47,0.147,2,Saturday,2024-05
2024-05-25 04:00:00,Facebook,Story,1539,62,20,23,45,2,105,6.82,0.13,4,Saturday,2024-05
2024-05-25 06:00:00,Instagram,Video,7307,442,141,309,344,48,892,12.21,0.657,6,Saturday,2024-05
2024-05-25 08:00:00,Twitter,Video,5359,610,91,137,145,51,838,15.64,0.952,8,Saturday,2024-05
